crop_type,polygon_ids
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,627
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Rice,628
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Beans,629
Rice,630
Rice,630
Rice,630
Rice,630
Rice,630
Rice,630
Rice,630
Rice,631
Rice,631
Rice,631
Rice,631
Rice,631
Rice,631
Rice,631
Rice,631
Rice,631
Rice,631
Rice,631
Rice,631
Rice,631
Rice,631
Rice,631
Beans,632
Beans,632
Beans,632
Beans,632
Beans,632
Beans,632
Beans,632
Beans,632
Beans,632
Beans,633
Beans,633
Beans,633
Beans,633
Beans,633
Beans,633
Beans,633
Beans,633
Beans,633
Beans,633
Beans,633
Beans,633
Beans,633
Beans,633
Beans,633
Beans,633
Beans,633
Beans,633
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,634
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,635
Rice,636
Rice,636
Rice,636
Rice,636
Rice,636
Rice,636
Rice,636
Rice,636
Rice,636
Rice,636
Rice,636
Rice,636
Rice,636
Rice,636
Rice,636
Rice,636
Rice,636
Rice,636
Rice,636
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Maize,637
Beans,639
Beans,639
Beans,639
Beans,639
Maize,640
Maize,640
Maize,640
Maize,640
Maize,640
Maize,640
Maize,640
Maize,640
Maize,640
Maize,640
Maize,640
Maize,640
Maize,640
Maize,640
Maize,640
Maize,640
Rice,641
Rice,641
Rice,641
Rice,641
Rice,641
Rice,641
Rice,641
Rice,641
Rice,641
Rice,641
Rice,641
Rice,641
Rice,641
Rice,641
Rice,641
Rice,641
Rice,641
Rice,641
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Beans,642
Rice,643
Rice,643
Rice,643
Rice,643
Rice,643
Rice,644
Rice,644
Rice,644
Rice,644
Rice,645
Rice,645
Rice,645
Rice,645
Rice,645
Rice,645
Rice,645
Rice,645
Rice,645
Rice,645
Rice,645
Rice,645
Rice,645
Rice,646
Rice,646
Rice,646
Rice,646
Rice,646
Rice,646
Maize / Beans,647
Maize / Beans,647
Maize / Beans,647
Maize / Beans,647
Maize / Beans,647
Maize / Beans,647
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize,648
Maize / Beans,649
Maize / Beans,649
Maize / Beans,649
Maize / Beans,649
Maize / Beans,649
Maize / Beans,649
Maize / Beans,649
Maize / Beans,649
Maize / Beans,649
Maize / Beans,649
Maize / Beans,649
Maize / Beans,649
Maize / Beans,649
Maize / Beans,649
Sorghum,650
Sorghum,650
Sorghum,650
Sorghum,650
Sorghum,650
Sorghum,650
Sorghum,650
Sorghum,650
Sorghum,650
Sorghum,650
Sorghum,650
Sorghum,650
Sorghum,650
Rice,651
Rice,651
Rice,651
Rice,651
Rice,651
Rice,651
Rice,651
Rice,651
Rice,651
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Beans,652
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Maize / Beans,653
Groundnuts,654
Groundnuts,654
Groundnuts,654
Groundnuts,654
Groundnuts,654
Groundnuts,654
Groundnuts,654
Groundnuts,654
Groundnuts,654
Beans,655
Beans,655
Beans,655
Beans,655
Beans,655
Beans,655
Beans,655
Beans,655
Beans,655
Sorghum / Groundnuts,656
Sorghum / Groundnuts,656
Sorghum / Groundnuts,656
Sorghum / Groundnuts,656
Sorghum / Groundnuts,656
Sorghum / Groundnuts,656
Sorghum / Groundnuts,656
Sorghum / Groundnuts,656
Sorghum / Groundnuts,656
Sorghum / Groundnuts,656
Sorghum / Groundnuts,656
Sorghum / Groundnuts,656
Sorghum / Groundnuts,656
Maize / Beans,657
Maize / Beans,657
Maize / Beans,657
Maize / Beans,657
Maize / Beans,657
Maize / Beans,657
Maize / Beans,657
Maize / Beans,657
Maize / Beans,657
Maize / Beans,657
Maize / Beans,657
Rice,658
Rice,658
Rice,658
Rice,658
Rice,658
Rice,658
Rice,658
Rice,658
Rice,658
Rice,658
Rice,658
Rice,658
Rice,658
Rice,658
Rice,658
Rice,658
Rice,658
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Maize / Beans,659
Groundnuts,660
Groundnuts,660
Groundnuts,660
Groundnuts,660
Groundnuts,660
Groundnuts,660
Groundnuts,660
Groundnuts,660
Groundnuts,660
Groundnuts,660
Rice,661
Rice,661
Rice,661
Rice,661
Rice,661
Rice,661
Rice,661
Beans,662
Beans,662
Beans,662
Beans,662
Beans,662
Beans,662
Beans,662
Beans,662
Beans,662
Beans,662
Beans,663
Beans,663
Beans,663
Rice,664
Rice,664
Rice,664
Rice,664
Rice,664
Beans,666
Beans,666
Beans,666
Beans,666
Beans,666
Beans,666
Beans,666
Beans,666
Beans,666
Beans,666
Beans,666
Beans,666
Beans,666
Beans,666
Beans,666
Beans,666
Beans,666
Maize,667
Maize,667
Maize,667
Maize,667
Maize,667
Maize,668
Maize,668
Maize,668
Maize,668
Maize,668
Maize,668
Maize,668
Maize,668
Maize,668
Maize,668
Maize,668
Sorghum,669
Sorghum,669
Sorghum,669
Sorghum,669
Sorghum,669
Sorghum,669
Sorghum,669
Sorghum,669
Sorghum,669
Sorghum,669
Sorghum,669
Sorghum,669
Sorghum,669
Sorghum,669
Other,670
Other,670
Other,670
Other,670
Other,671
Other,671
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Groundnuts / Beans,672
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,673
Beans,674
Beans,674
Beans,674
Beans,674
Beans,674
Beans,674
Beans,674
Beans,674
Beans,674
Beans,674
Beans,674
Beans,674
Beans,674
Beans,674
Beans,674
Beans,674
Beans,674
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Sorghum,675
Beans,677
Beans,677
Beans,677
Beans,677
Beans,677
Beans,677
Beans,677
Beans,677
Beans,677
Beans,677
Sorghum,678
Sorghum,678
Sorghum,678
Sorghum,678
Sorghum,678
Sorghum,678
Sorghum,678
Sorghum,678
Sorghum,678
Sorghum,678
Sorghum,678
Sorghum,678
Sorghum,678
Rice,679
Rice,679
Rice,679
Rice,679
Rice,679
Maize,680
Maize,680
Maize,680
Maize,680
Maize,680
Maize,680
Maize,680
Maize,680
Maize,680
Beans,681
Beans,681
Beans,681
Beans,681
Beans,681
Beans,681
Beans,681
Beans,681
Beans,681
Beans,681
Beans,681
Groundnuts / Beans,682
Groundnuts / Beans,682
Groundnuts / Beans,682
Groundnuts / Beans,682
Groundnuts / Beans,682
Groundnuts / Beans,682
Groundnuts / Beans,682
Groundnuts / Beans,682
Groundnuts / Beans,682
Groundnuts / Beans,682
Groundnuts / Beans,682
Groundnuts / Beans,682
Groundnuts / Beans,682
Rice,683
Rice,683
Rice,683
Maize,684
Maize,684
Maize,684
Maize,684
Maize,684
Maize,684
Maize,684
Maize,684
Maize,684
Maize,684
Maize,684
Beans,686
Beans,686
Beans,686
Beans,686
Beans,686
Beans,686
Beans,686
Beans,686
Beans,686
Beans,686
Beans,686
Beans,686
Beans,686
Beans,687
Beans,687
Beans,687
Beans,687
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Rice,689
Maize,692
Maize,692
Maize,692
Maize,692
Maize,692
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,693
Maize,696
Maize,696
Maize,696
Maize,696
Maize,696
Maize,696
Maize,696
Maize,696
Maize,696
Maize,696
Maize,696
Maize,696
Maize,696
Maize,696
Maize,696
Maize,696
Maize,696
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,697
Maize / Beans,698
Maize / Beans,698
Maize / Beans,698
Maize / Beans,698
Maize / Beans,698
Maize / Beans,698
Maize / Beans,698
Maize / Beans,698
Maize / Beans,698
Maize / Beans,699
Maize / Beans,699
Maize / Beans,699
Maize / Beans,699
Maize / Beans,699
Maize / Beans,699
Maize / Beans,699
Maize / Beans,699
Maize / Beans,699
Maize / Beans,699
Maize / Beans,699
Maize / Beans,699
Maize / Beans,699
Rice,700
Rice,700
Rice,700
Rice,700
Rice,700
Rice,700
Rice,700
Rice,700
Rice,700
Rice,700
Rice,700
Rice,700
Rice,700
Rice,700
Rice,700
Rice,700
Fallow,716
Fallow,716
Fallow,716
Fallow,716
Fallow,716
Fallow,716
Fallow,716
Fallow,716
Fallow,718
Fallow,718
Fallow,718
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,719
Fallow,720
Fallow,720
Fallow,720
Fallow,720
Fallow,720
Fallow,720
Fallow,720
Fallow,720
Fallow,720
Fallow,720
Fallow,720
Fallow,721
Fallow,721
Fallow,721
Fallow,721
Fallow,721
Fallow,721
Fallow,721
Fallow,721
Fallow,721
Fallow,722
Fallow,723
Fallow,723
Fallow,723
Maize,725
Maize,725
Maize,725
Maize,725
Maize,725
Maize,725
Maize,725
Maize,725
Maize,725
Maize,725
Maize,725
Maize,725
Maize,725
Maize,725
Maize,725
Maize,725
Maize,725
Maize,725
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,726
Maize,727
Maize,727
Maize,727
Maize,727
Maize,727
Maize,727
Maize,727
Maize,727
Maize,727
Maize,727
Maize,727
Maize,727
Maize,727
Maize,727
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Maize,728
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,729
Beans,730
Beans,730
Beans,730
Beans,730
Beans,730
Beans,730
Beans,730
Beans,730
Beans,730
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,731
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,732
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,733
Maize,734
Maize,734
Maize,734
Maize,734
Maize,734
Maize,734
Maize,734
Maize,734
Maize,734
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Rice,735
Sorghum,736
Sorghum,736
Sorghum,736
Sorghum,736
Sorghum,736
Sorghum,736
Sorghum,736
Sorghum,736
Sorghum,736
Sorghum,736
Sorghum,736
Sorghum,736
Sorghum,736
Rice,737
Rice,737
Rice,737
Rice,737
Rice,737
Rice,737
Rice,737
Rice,737
Rice,737
Rice,737
Rice,737
Rice,737
Rice,737
Rice,737
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Sorghum,738
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Rice,739
Fallow,740
Fallow,742
Fallow,742
Fallow,743
Fallow,744
Fallow,744
Fallow,745
Fallow,745
Fallow,745
Fallow,745
Fallow,745
Fallow,745
Fallow,745
Fallow,746
Fallow,747
Fallow,747
Fallow,748
Fallow,748
Fallow,749
Fallow,749
Fallow,749
Fallow,750
Fallow,750
Fallow,751
Fallow,751
Fallow,751
Fallow,751
Fallow,751
Fallow,751
Fallow,751
Fallow,751
Fallow,751
Fallow,753
Fallow,753
Fallow,753
Fallow,753
Fallow,754
Fallow,754
Fallow,755
Fallow,755
Fallow,755
Fallow,755
Fallow,755
Fallow,755
Fallow,755
Fallow,755
Fallow,756
Fallow,756
Fallow,756
Fallow,758
Fallow,758
Fallow,759
Fallow,759
Fallow,759
Fallow,759
Fallow,759
Fallow,759
Fallow,759
Fallow,759
Fallow,759
Fallow,760
Fallow,760
Fallow,760
Fallow,761
Fallow,761
Fallow,762
Fallow,762
Fallow,762
Fallow,763
Fallow,763
Fallow,763
Fallow,763
Fallow,763
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,764
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Beans,765
Sorghum,766
Sorghum,766
Sorghum,766
Sorghum,766
Sorghum,766
Sorghum,766
Sorghum,766
Sorghum,766
Sorghum,766
Sorghum,766
Sorghum,766
Sorghum,766
Maize,767
Maize,767
Maize,767
Maize,767
Maize,767
Maize,767
Maize,767
Maize,767
Maize,767
Maize,767
Maize,767
